name,id,nametype,recclass,mass (g),fall,year,reclat,reclong
Taouz 002,23875,Valid,LL6,8350,Found,1/1/99 00:00,30.9,-3.96667
Northwest Africa 512,17763,Valid,L4,8000,Found,1/1/99 00:00,23.6,-5
Talbachat n'aí¿t Isfoul,23792,Valid,LL3,8000,Found,1/1/99 00:00,29.98333,-5.23333
Sayh al Uhaymir 016,23208,Valid,H6,7745,Found,1/1/99 00:00,20.97867,57.32717
Bluewing 005,5083,Valid,L5,7200,Found,1/1/99 00:00,40.28563,-118.94657
Northwest Africa 256,17668,Valid,LL5,7000,Found,1/1/99 00:00,29.91667,-5.58333
Floydada (b),10115,Valid,H5,6266,Found,1/1/99 00:00,33.98333,-101.33333
Sayh al Uhaymir 013,23205,Valid,H5,5496,Found,1/1/99 00:00,20.9655,57.32083
Coyote Dry Lake 033,30456,Valid,H5,5220,Found,1/1/99 00:00,35.05605,-116.7763
Hammadah al Hamra 290,11773,Valid,H6,5205,Found,1/1/99 00:00,29.01483,12.6275
Queen Alexandra Range 99017,21469,Valid,H5,4999,Found,1/1/99 00:00,-84,168
Dhofar 192,6976,Valid,H4,4779,Found,1/1/99 00:00,18.26167,54.24333
Sayh al Uhaymir 010,23202,Valid,H6,4682,Found,1/1/99 00:00,20.992,57.30583
Dhofar 057,6756,Valid,L6,4588,Found,1/1/99 00:00,19.16217,54.7665
Northwest Africa 159,17349,Valid,L4,4500,Found,1/1/99 00:00,30.33333,-5.83333
Dhofar 094,6793,Valid,L5,4395,Found,1/1/99 00:00,18.665,54.56667
Dar al Gani 1006,5623,Valid,CO3,4150,Found,1/1/99 00:00,27.203,15.90067
Miller Range 99301,16657,Valid,LL6,4037.3,Found,1/1/99 00:00,-83.25,157
Dar al Gani 1037,5652,Valid,Martian (shergottite),4012.4,Found,1/1/99 00:00,27.33333,16.21667
Dhofar 032,6731,Valid,L6,4002,Found,1/1/99 00:00,19.122,54.79467
Dar al Gani 763,6310,Valid,L5,3906,Found,1/1/99 00:00,27.0155,16.534
Dar al Gani 858,6405,Valid,CO3,3810,Found,1/1/99 00:00,27.20233,15.89583
Dar al Gani 650,6197,Valid,L6,3700,Found,1/1/99 00:00,27.25861,16.01139
Dhofar 010,6709,Valid,H6,3527.6,Found,1/1/99 00:00,18.33833,54.19833
Dar al Gani 998,6538,Valid,CO3,3522,Found,1/1/99 00:00,27.17433,15.9205
Northwest Africa 034,17044,Valid,L4,3500,Found,1/1/99 00:00,32.05,-3.03333
Queen Alexandra Range 99003,21456,Valid,H5,3492.1,Found,1/1/99 00:00,-84,168
Catalina 003,56101,Valid,"Iron, IVB",3180,Found,1/1/99 00:00,-25.20467,-69.82858
Hammadah al Hamra 289,11772,Valid,L5,3030,Found,1/1/99 00:00,29.09517,12.5655
Dhofar 105,6854,Valid,H5,2984,Found,1/1/99 00:00,19.33517,54.79183
Dhofar 076,6775,Valid,H6,2876,Found,1/1/99 00:00,19.21767,54.56733
Dhofar 029,6728,Valid,H6,2792,Found,1/1/99 00:00,19.1005,54.8235
Queen Alexandra Range 99002,21455,Valid,H6,2749.6,Found,1/1/99 00:00,-84,168
Dar al Gani 853,6400,Valid,CO3,2655,Found,1/1/99 00:00,27.197,15.9045
Hammadah al Hamra 288,11771,Valid,H6,2625,Found,1/1/99 00:00,29.0755,12.57783
Jiddat al Harasis 017,12105,Valid,L6,2608,Found,1/1/99 00:00,19.24217,56.11733
Sayh al Uhaymir 002,23194,Valid,L5/6,2569,Found,1/1/99 00:00,20.97183,56.878
Dhofar 100,6799,Valid,L5,2551,Found,1/1/99 00:00,18.90967,54.4765
Dar al Gani 654,6201,Valid,H4,2478,Found,1/1/99 00:00,26.8,16.06667
Northwest Africa 514,17765,Valid,H5,2472,Found,1/1/99 00:00,30.13333,-6.88333
Coyote Dry Lake 024,30455,Valid,H5,2430,Found,1/1/99 00:00,35.0715,-116.77205
Miller Range 99300,16656,Valid,H5,2419.8,Found,1/1/99 00:00,-83.25,157
Dhofar 195,6979,Valid,H3-5,2384,Found,1/1/99 00:00,18.26333,54.24667
Queen Alexandra Range 99004,21457,Valid,H5,2369.4,Found,1/1/99 00:00,-84,168
Dhofar 041,6740,Valid,H5,2356,Found,1/1/99 00:00,19.10067,54.82
Queen Alexandra Range 99008,21460,Valid,H5,2228.5,Found,1/1/99 00:00,-84,168
Dar al Gani 758,6305,Valid,L6,2223,Found,1/1/99 00:00,27.76767,15.94067
Dar al Gani 684,6231,Valid,Eucrite,2210,Found,1/1/99 00:00,27.08333,16.38333
Dhofar 008,6707,Valid,L3.3,2200,Found,1/1/99 00:00,18.34167,54.18833
Jiddat al Harasis 012,12100,Valid,L6,2178,Found,1/1/99 00:00,19.19633,55.77433
Queen Alexandra Range 99016,21468,Valid,LL5,2166.4,Found,1/1/99 00:00,-84,168
Dhofar 049,6748,Valid,L4/5,2164,Found,1/1/99 00:00,19.176,54.84533
Coyote Dry Lake 061,30459,Valid,H5,2134,Found,1/1/99 00:00,35.05242,-116.7667
Goose Creek,10946,Valid,H5,2132.3,Found,1/1/99 00:00,37.435,-98.31833
Dar al Gani 653,6200,Valid,H5,2125,Found,1/1/99 00:00,27.01667,16.36667
Dhofar 009,6708,Valid,L6,2102,Found,1/1/99 00:00,18.28167,54.11
Queen Alexandra Range 99024,21476,Valid,H6,2074,Found,1/1/99 00:00,-84,168
Sayh al Uhaymir 017,23209,Valid,L4,2059,Found,1/1/99 00:00,20.96833,57.31733
Queen Alexandra Range 99012,21464,Valid,H4,2016.8,Found,1/1/99 00:00,-84,168
Dhofar 074,6773,Valid,H4,2005,Found,1/1/99 00:00,19.16717,54.781
Northwest Africa 820,17852,Valid,L3-5,2000,Found,1/1/99 00:00,31.41667,-4.18333
Northwest Africa 010,17020,Valid,H4,2000,Found,1/1/99 00:00,29.91667,-5.58333
Dar al Gani 682,6229,Valid,H6,1998,Found,1/1/99 00:00,27.03333,16.18333
Queen Alexandra Range 99023,21475,Valid,H5,1933,Found,1/1/99 00:00,-84,168
Sayh al Uhaymir 009,23201,Valid,H5,1848,Found,1/1/99 00:00,20.9915,57.307
Queen Alexandra Range 99009,21461,Valid,H5,1814.3,Found,1/1/99 00:00,-84,168
Dar al Gani 766,6313,Valid,H4,1806,Found,1/1/99 00:00,26.9705,16.53717
Miller Range 99305,16661,Valid,L6,1710.1,Found,1/1/99 00:00,-83.25,157
Dar al Gani 672,6219,Valid,LL5,1616,Found,1/1/99 00:00,27.46667,16.3
Dhofar 036,6735,Valid,L6,1587,Found,1/1/99 00:00,19.1275,54.8145
Asab,2343,Valid,H5,1530,Found,1/1/99 00:00,-25.43333,17.91667
Sarir Qattusah 005,23184,Valid,L6,1527,Found,1/1/99 00:00,26.8425,15.69183
Katagum,35465,Valid,L6,1500,Fell,1/1/99 00:00,11.33333,10.08333
Dhofar 043,6742,Valid,H5,1491,Found,1/1/99 00:00,19.10533,54.81283
Queen Alexandra Range 99015,21467,Valid,H5,1460.4,Found,1/1/99 00:00,-84,168
Miller Range 99302,16658,Valid,H4,1460,Found,1/1/99 00:00,-83.25,157
Queen Alexandra Range 99011,21463,Valid,H4,1451.9,Found,1/1/99 00:00,-84,168
Dar al Gani 851,6398,Valid,L5,1395,Found,1/1/99 00:00,27.20217,15.893
Coyote Dry Lake 115,30466,Valid,H5-6,1369,Found,1/1/99 00:00,35.05865,-116.76872
Coyote Dry Lake 064,30461,Valid,H5,1364.31,Found,1/1/99 00:00,35.05817,-116.7743
Sayh al Uhaymir 005,23197,Valid,Martian (shergottite),1344,Found,1/1/99 00:00,20.996,57.32583
Miller Range 99304,16660,Valid,H5,1330.6,Found,1/1/99 00:00,-83.25,157
Sandy Creek,23158,Valid,L5,1330,Found,1/1/99 00:00,40.43333,-98.06667
Jiddat al Harasis 006,12094,Valid,H5,1318,Found,1/1/99 00:00,19.36,56.29167
Queen Alexandra Range 99010,21462,Valid,H5,1293.4,Found,1/1/99 00:00,-84,168
Northwest Africa 026,17036,Valid,L6,1265,Found,1/1/99 00:00,30.33333,-5.83333
Dhofar 098,6797,Valid,H5,1185,Found,1/1/99 00:00,18.755,54.50833
Dhofar 046,6745,Valid,H4,1177,Found,1/1/99 00:00,19.1575,54.81967
Northwest Africa 734,17816,Valid,L5,1150,Found,1/1/99 00:00,32.33333,-3.5
Dar al Gani 705,6252,Valid,H5/6,1120,Found,1/1/99 00:00,26.96667,16.4
Northwest Africa 251,17663,Valid,L5,1120,Found,1/1/99 00:00,29.91667,-5.58333
Dhofar 095,6794,Valid,H3,1095,Found,1/1/99 00:00,18.67917,54.58783
Queen Alexandra Range 99096,21548,Valid,H6,1029.2,Found,1/1/99 00:00,-84,168
Dhofar 037,6736,Valid,H5,1024,Found,1/1/99 00:00,19.11733,54.79683
Allan Hills 99506,1307,Valid,H5,1009.2,Found,1/1/99 00:00,-76.71667,159.66667
Jiddat al Harasis 013,12101,Valid,H5,1001,Found,1/1/99 00:00,19.17117,56.15583
Dhofar 066,6765,Valid,H5/6,1001,Found,1/1/99 00:00,19.18467,54.6725
Queen Alexandra Range 99018,21470,Valid,H4,1000.2,Found,1/1/99 00:00,-84,168
Northwest Africa 513,17764,Valid,L4/5,1000,Found,1/1/99 00:00,23.6,-5
Dhofar 054,6753,Valid,H4,985,Found,1/1/99 00:00,19.14217,54.78683
Geologists Range 99100,10874,Valid,H5,979.5,Found,1/1/99 00:00,-82.5,155.5
Sayh al Uhaymir 025,23217,Valid,L6,952,Found,1/1/99 00:00,21.02183,57.24667
Northwest Africa 035,17045,Valid,L6,950,Found,1/1/99 00:00,27.16667,-9.5
Dhofar 091,6790,Valid,H5,946,Found,1/1/99 00:00,18.32967,54.4805
Northwest Africa 266,17672,Valid,H5,940,Found,1/1/99 00:00,30.33333,-5.83333
Dar al Gani 669,6216,Valid,Howardite,926,Found,1/1/99 00:00,27.33333,16.16667
Lahmada 006,12419,Valid,L6,904.6,Found,1/1/99 00:00,27.16667,-9.5
Hamadat Murzí_q 001,11481,Valid,H6,895,Found,1/1/99 00:00,26.25,13.01667
Dar al Gani 1039,30500,Valid,L6,889,Found,1/1/99 00:00,27.33017,16.23117
Isla del Espí_ritu Santo,12050,Valid,L6,869,Found,1/1/99 00:00,24.51667,-111.36667
Northwest Africa 471,17739,Valid,L5,868,Found,1/1/99 00:00,31.975,-4.16667
Jiddat al Harasis 008,12096,Valid,L5,851,Found,1/1/99 00:00,19.25333,56.145
Dhofar 198,6982,Valid,L5,828,Found,1/1/99 00:00,18.71333,54.10833
Sayh al Uhaymir 018,23210,Valid,H5,818,Found,1/1/99 00:00,20.551,57.14433
Jiddat al Harasis 007,12095,Valid,L5,815,Found,1/1/99 00:00,19.24833,56.14167
Queen Alexandra Range 99013,21465,Valid,H5,814.2,Found,1/1/99 00:00,-84,168
Sayh al Uhaymir 012,23204,Valid,L6,808,Found,1/1/99 00:00,20.9825,57.31483
Dar al Gani 1042,44710,Valid,Lunar,801,Found,1/1/99 00:00,27.182,16.30017
Northwest Africa 024,17034,Valid,H4,800,Found,1/1/99 00:00,29.91667,-5.58333
Queen Alexandra Range 99030,21482,Valid,L4,797.8,Found,1/1/99 00:00,-84,168
Golden Rule,10942,Valid,L5,797.6,Found,1/1/99 00:00,35.87333,-114.2
Dhofar 044,6743,Valid,L5,784,Found,1/1/99 00:00,19.11933,54.795
Northwest Africa 037,17047,Valid,L6,775,Found,1/1/99 00:00,27.16667,-9.5
Frontier Mountain 99028,10821,Valid,L6,771.8,Found,1/1/99 00:00,-72.97972,160.48639
Queen Alexandra Range 99098,21550,Valid,H4,755.5,Found,1/1/99 00:00,-84,168
Queen Alexandra Range 99025,21477,Valid,LL5,747.2,Found,1/1/99 00:00,-84,168
Dar al Gani 652,6199,Valid,L6,744,Found,1/1/99 00:00,26.98333,16.38333
Dar al Gani 692,6239,Valid,Ureilite,734,Found,1/1/99 00:00,27.08333,16.36667
Northwest Africa 031,17041,Valid,H5,730,Found,1/1/99 00:00,30.33333,-5.83333
Sayh al Uhaymir 007,23199,Valid,H4,726,Found,1/1/99 00:00,20.95233,57.3045
Elephant Moraine 99420,9963,Valid,L5,725.8,Found,1/1/99 00:00,-76.18333,157.16667
Jiddat al Harasis 011,12099,Valid,H5,719,Found,1/1/99 00:00,19.22417,56.11817
Dar al Gani 717,6264,Valid,L4,706,Found,1/1/99 00:00,27.03333,16.13333
Northwest Africa 027,17037,Valid,H5,705,Found,1/1/99 00:00,30.33333,-5.83333
Dhofar 090,6789,Valid,H4,690,Found,1/1/99 00:00,18.26117,54.32483
Dhofar 086,6785,Valid,H4,664,Found,1/1/99 00:00,19.23233,54.81117
Dhofar 104,6843,Valid,L6,654,Found,1/1/99 00:00,19.29467,54.71317
Ouzina,18054,Valid,R4,642,Found,1/1/99 00:00,30.8,-4.18333
Seminole (g),55293,Valid,H5,640.4,Found,1/1/99 00:00,32.71667,-102.65
Dhofar 096,6795,Valid,L5,640,Found,1/1/99 00:00,18.66517,54.5635
Pampa de Mejillones 001,54636,Valid,L5,635,Found,1/1/99 00:00,-23.15639,-70.47458
Dhofar 027,6726,Valid,L6,623,Found,1/1/99 00:00,19.26333,54.72067
Lahmada 007,12420,Valid,H5,620.6,Found,1/1/99 00:00,27.16667,-9.5
Sayh al Uhaymir 006,23198,Valid,L6,620,Found,1/1/99 00:00,20.927,57.2855
Pelona Mountain,18785,Valid,H5,618,Found,1/1/99 00:00,33.66667,-108.1
Dar al Gani 688,6235,Valid,H5/6,616,Found,1/1/99 00:00,26.95,16.46667
Miller Range 99303,16659,Valid,H5,613.4,Found,1/1/99 00:00,-83.25,157
Elephant Moraine 99401,9944,Valid,H5,604.6,Found,1/1/99 00:00,-76.18333,157.16667
Dar al Gani 775,6322,Valid,H5,596,Found,1/1/99 00:00,26.9675,16.44967
Dar al Gani 729,6276,Valid,L5/6,586,Found,1/1/99 00:00,27.1,16.35
Dar al Gani 697,6244,Valid,H6,586,Found,1/1/99 00:00,27.11667,16.05
Kalahari 008,30737,Valid,Lunar (anorth),585,Found,1/1/99 00:00,-20.9818,22.9766
Queen Alexandra Range 99089,21541,Valid,L4,584.6,Found,1/1/99 00:00,-84,168
Dhofar 196,6980,Valid,L6,584,Found,1/1/99 00:00,18.18333,54.145
Dar al Gani 677,6224,Valid,L6,584,Found,1/1/99 00:00,27,16.13333
Dhofar 077,6776,Valid,H4,580,Found,1/1/99 00:00,19.16017,54.8035
Northwest Africa 732,17814,Valid,H5,580,Found,1/1/99 00:00,30.55,-4.96667
Geologists Range 99129,10903,Valid,L6,579.9,Found,1/1/99 00:00,-82.5,155.5
Dar al Gani 656,6203,Valid,L6,578,Found,1/1/99 00:00,26.96667,16.41667
Queen Alexandra Range 99014,21466,Valid,H5,569.5,Found,1/1/99 00:00,-84,168
Dhofar 065,6764,Valid,H5,565,Found,1/1/99 00:00,19.11717,54.826
Dar al Gani 696,6243,Valid,H4,564,Found,1/1/99 00:00,27.08333,16.08333
Fukang,34491,Valid,"Pallasite, PMG",1003000,Found,1/1/00 00:00,44.43333,87.63333
Sayh al Uhaymir 001,23193,Valid,L5,450000,Found,1/1/00 00:00,20.51667,56.66667
Dhofar 020,6719,Valid,H4/5,256000,Found,1/1/00 00:00,19.03333,54.51667
Jalu,12070,Valid,L6,150000,Found,1/1/00 00:00,27.95833,21.68333
Dhofar 005,6704,Valid,L6,125500,Found,1/1/00 00:00,18.16667,54.16667
Tafassasset,23779,Valid,CR-an,114000,Found,1/1/00 00:00,20.76333,10.44167
Agoudal,57354,Valid,"Iron, IIAB",100000,Found,1/1/00 00:00,31.98457,-5.51528
Dronino,7732,Valid,"Iron, ungrouped",40000,Found,1/1/00 00:00,54.74667,41.42167
Hammadah al Hamra 296,11779,Valid,H5/6,27064,Found,1/1/00 00:00,29.1,12.31667
Hammadah al Hamra 280,11763,Valid,CK4,26500,Found,1/1/00 00:00,28.47017,12.972
Dhofar 379,7161,Valid,L6,25000,Found,1/1/00 00:00,19.0084,54.76913
Dhofar 360,7143,Valid,LL3-6,15300,Found,1/1/00 00:00,19.04002,54.78383
Yamato 000593,24355,Valid,Martian (nakhlite),13713,Found,1/1/00 00:00,-71.5,35.66667
Guanaco,11433,Valid,"Iron, IIG",13100,Found,1/1/00 00:00,-25.1,-69.53333
Smara,23648,Valid,Eucrite-pmict,12870,Found,1/1/00 00:00,26.68333,-11.73333
Derrick Peak 00200,6666,Valid,"Iron, IIAB",10000,Found,1/1/00 00:00,-80.06667,156.38333
Tagish Lake,23782,Valid,C2-ung,10000,Fell,1/1/00 00:00,59.70444,-134.20139
Dhofar 131,6916,Valid,H5/6,9680,Found,1/1/00 00:00,19.136,54.82267
Dhofar 772,7518,Valid,L6,9187,Found,1/1/00 00:00,19.0855,54.76243
Danby Dry Lake,5510,Valid,H6,8991,Found,1/1/00 00:00,34.216667,-115.05
Spade,23686,Valid,H6,8860,Found,1/1/00 00:00,34.00111,-102.12833
Dhofar 146,6931,Valid,L6,8795,Found,1/1/00 00:00,18.34367,54.41567
Dhofar 375,7157,Valid,LL4-6,6933,Found,1/1/00 00:00,19.03822,54.79423
Sayh al Uhaymir 035,23227,Valid,H5,6760,Found,1/1/00 00:00,20.67367,57.18
Yafa,24351,Valid,H5,5700,Fell,1/1/00 00:00,13.71111,45.17
Dhofar 222,7006,Valid,L5,5680,Found,1/1/00 00:00,18.69333,54.37
Dhofar 138,6923,Valid,L6,5640,Found,1/1/00 00:00,18.31133,54.36933
Dhofar 148,6933,Valid,L6,5432,Found,1/1/00 00:00,18.32167,54.481
Great Sand Sea 020,11191,Valid,H,5420,Found,1/1/00 00:00,26.01667,25.73333
Dhofar 157,6942,Valid,H5,5300,Found,1/1/00 00:00,19.08833,54.79267
Northwest Africa 767,17840,Valid,L4,5146,Found,1/1/00 00:00,30.63583,-5.08833
Dhofar 132,6917,Valid,Ureilite,5010,Found,1/1/00 00:00,19.15,54.58067
Dhofar 239,7022,Valid,H4,4950,Found,1/1/00 00:00,18.4235,54.48
Sayh al Uhaymir 066,23258,Valid,LL5,4670,Found,1/1/00 00:00,20.53167,56.67667
Dhofar 365,7147,Valid,H5,4623,Found,1/1/00 00:00,19.09138,54.79483
Meteorite Hills 00400,15635,Valid,"Iron, IIIAB",4583.8,Found,1/1/00 00:00,-79.68333,155.75
Daraj 146,6601,Valid,H5,4553,Found,1/1/00 00:00,29.62778,11.7025
Northwest Africa 848,17874,Valid,L6,4508,Found,1/1/00 00:00,28.00083,-9.27
Dhofar 012,6711,Valid,L4,4472,Found,1/1/00 00:00,18.35833,54.23333
Jiddat al Harasis 058,12120,Valid,L6,4180,Found,1/1/00 00:00,19.80618,56.68707
Dhofar 1071,6878,Valid,L6,4180,Found,1/1/00 00:00,18.85395,54.64743
Meteorite Hills 00438,15673,Valid,L6,3747.4,Found,1/1/00 00:00,-79.68333,155.75
Hammadah al Hamra 294,11777,Valid,L6,3710,Found,1/1/00 00:00,29.1,12.31667
Gila Bend,30664,Valid,L5,3700,Found,1/1/00 00:00,33.03333,-112.61667
Northwest Africa 836,17862,Valid,L5,3660,Found,1/1/00 00:00,27.38833,-9.01733
Dhofar 167,6952,Valid,H6,3636,Found,1/1/00 00:00,19.05889,54.615
Dhofar 745,7491,Valid,H4,3600,Found,1/1/00 00:00,18.88637,54.65452
Hammadah al Hamra 281,11764,Valid,CK4,3598,Found,1/1/00 00:00,28.4925,13.213
Hammadah al Hamra 292,11775,Valid,H4,3570,Found,1/1/00 00:00,29.021,10.53783
Northwest Africa 540,17787,Valid,H6,3540,Found,1/1/00 00:00,31.1,-5.18333
Dhofar 221,7005,Valid,L5,3536,Found,1/1/00 00:00,18.25167,54.19833
Daraj 145,6600,Valid,H6,3354,Found,1/1/00 00:00,29.64528,11.66472
Hammadah al Hamra 266,11749,Valid,L5,3263,Found,1/1/00 00:00,28.47883,12.86367
Dhofar 140,6925,Valid,L5,3170,Found,1/1/00 00:00,18.33583,54.512
Dhofar 187,6971,Valid,L5,3049.2,Found,1/1/00 00:00,18.85972,54.47056
Pampa (g),18089,Valid,L5,2900,Found,1/1/00 00:00,-23.18333,-70.43333
Sayh al Uhaymir 067,23259,Valid,L5-6,2866,Found,1/1/00 00:00,20.04333,57.27833
Cargo Muchacho Mountains,50912,Valid,CO3,2860,Found,1/1/00 00:00,32.91745,-114.767183
Dhofar 125,6910,Valid,Acapulcoite,2697,Found,1/1/00 00:00,18.98667,54.6005
Derrick Peak 00201,6667,Valid,"Iron, IIAB",2689.4,Found,1/1/00 00:00,-80.06667,156.38333
Meteorite Hills 00437,15672,Valid,L6,2685.3,Found,1/1/00 00:00,-79.68333,155.75
Meteorite Hills 00439,15674,Valid,LL5,2601.9,Found,1/1/00 00:00,-79.68333,155.75
Dhofar 021,6720,Valid,H5/6,2534,Found,1/1/00 00:00,18.15333,54.17833
Dhofar 161,6946,Valid,L4,2506.1,Found,1/1/00 00:00,19.27139,54.84722
Dar al Gani 979,6519,Valid,L6,2483,Found,1/1/00 00:00,27.45017,16.18667
Sayh al Uhaymir 098,23290,Valid,H5,2342,Found,1/1/00 00:00,21.14493,56.80587
Hammadah al Hamra 344,55727,Valid,H~6,2318.4,Found,1/1/00 00:00,28.99065,12.97985
Dhofar 109,6894,Valid,L6,2209,Found,1/1/00 00:00,18.7385,54.47817
Statesboro,23715,Valid,L5,2158.26,Found,1/1/00 00:00,32.4375,-81.91667
Dar al Gani 999,6539,Valid,Ureilite-pmict,2106,Found,1/1/00 00:00,27.02583,16.36583
El Gouanem,7805,Valid,Ureilite,2100,Found,1/1/00 00:00,30.1,-6.85
Milton,16691,Valid,"Pallasite, ungrouped",2040,Found,1/1/00 00:00,40.2875,-95.37667
Dar al Gani 812,6359,Valid,H5,2022,Found,1/1/00 00:00,26.95867,16.4555
Northwest Africa 539,17786,Valid,LL3.5,2020,Found,1/1/00 00:00,31.1,-5.18333
Dhofar 269,7052,Valid,H5,2006,Found,1/1/00 00:00,19.03833,54.515
Dhofar 162,6947,Valid,L6,1967,Found,1/1/00 00:00,19.12944,54.36861
Jiddat al Harasis 020,12108,Valid,L6,1961,Found,1/1/00 00:00,19.83139,56.08592
Dhofar 267,7050,Valid,H5,1910,Found,1/1/00 00:00,18.32667,54.21833
Sayh al Uhaymir 033,23225,Valid,H6,1868,Found,1/1/00 00:00,20.99667,57.29117
Dhofar 780,7526,Valid,H5/6,1856,Found,1/1/00 00:00,19.72137,54.67897
Dhofar 142,6927,Valid,L4,1835,Found,1/1/00 00:00,18.38233,54.23617
Dhofar 200,6984,Valid,H4,1816,Found,1/1/00 00:00,19.30333,54.59833
Dhofar 139,6924,Valid,L6,1815,Found,1/1/00 00:00,18.33767,54.45217
Dhofar 143,6928,Valid,H5,1785,Found,1/1/00 00:00,18.412,54.16783
Dhofar 156,6941,Valid,L5,1780,Found,1/1/00 00:00,19.1465,54.64783
Meteorite Hills 00436,15671,Valid,Diogenite,1765.6,Found,1/1/00 00:00,-79.68333,155.75
Sayh al Uhaymir 087,23279,Valid,H5,1736,Found,1/1/00 00:00,20.32,57.23167
Dhofar 017,6716,Valid,H4,1736,Found,1/1/00 00:00,18.16,54.13833
Dhofar 749,7495,Valid,LL6,1730,Found,1/1/00 00:00,18.8773,54.78035
Dhofar 361,7144,Valid,H3,1715,Found,1/1/00 00:00,19.03272,54.85748
Dhofar 223,7007,Valid,H4,1708,Found,1/1/00 00:00,18.26667,54.09667
Northwest Africa 768,17841,Valid,H4,1708,Found,1/1/00 00:00,28.00083,-9.27
Sayh al Uhaymir 101,23293,Valid,L6,1704,Found,1/1/00 00:00,21.05303,57.26272
Meteorite Hills 00445,15680,Valid,L5,1631.5,Found,1/1/00 00:00,-79.68333,155.75
Meteorite Hills 00440,15675,Valid,L5,1624.7,Found,1/1/00 00:00,-79.68333,155.75
Dhofar 183,6967,Valid,L5,1606.3,Found,1/1/00 00:00,18.84722,54.47306
Dhofar 122,6907,Valid,L6,1556,Found,1/1/00 00:00,18.9855,54.62467
Dhofar 747,7493,Valid,L3,1555,Found,1/1/00 00:00,18.79565,54.73953
Thiel Mountains 99017,23969,Valid,L4,1527.6,Found,1/1/00 00:00,-85.16345,-94.85695
Sayh al Uhaymir 039,23231,Valid,L6,1516,Found,1/1/00 00:00,21.05694,57.27639
Hammadah al Hamra 302,11785,Valid,L6,1514,Found,1/1/00 00:00,28.53683,13.312
Khatiyah,12292,Valid,H5,1500,Found,1/1/00 00:00,25.43333,50.78333
Dhofar 135,6920,Valid,H4,1495,Found,1/1/00 00:00,18.33233,54.2615
Igdi,12002,Valid,Eucrite-mmict,1470,Found,1/1/00 00:00,29.23333,-8.36667
Meteorite Hills 00444,15679,Valid,H6,1469.6,Found,1/1/00 00:00,-79.68333,155.75
Dhofar 212,6996,Valid,H3.9,1456,Found,1/1/00 00:00,18.86,54.83167
Dhofar 168,6953,Valid,LL3/4,1452,Found,1/1/00 00:00,19.04056,54.58167
Dhofar 296,7079,Valid,L5,1412,Found,1/1/00 00:00,19.32833,54.7
Jiddat al Harasis 021,12109,Valid,H5,1400,Found,1/1/00 00:00,19.27,56.09333
Dhofar 356,7139,Valid,H6,1372,Found,1/1/00 00:00,18.63768,54.73132
Dhofar 127,6912,Valid,H4,1349,Found,1/1/00 00:00,19.29133,54.8345
Dhofar 271,7054,Valid,H4,1335,Found,1/1/00 00:00,18.265,54.045
Pampa (f),18088,Valid,L4/5,1300,Found,1/1/00 00:00,-23.18333,-70.43333
Meteorite Hills 00441,15676,Valid,L5,1299.6,Found,1/1/00 00:00,-79.68333,155.75
Dhofar 110,6895,Valid,H6,1287,Found,1/1/00 00:00,18.43683,54.45483
Yamato 000749,24356,Valid,Martian (nakhlite),1283,Found,1/1/00 00:00,-71.5,35.66667
Northwest Africa 722,17804,Valid,L-imp melt,1280,Found,1/1/00 00:00,31.15,-4.25
Hammadah al Hamra 310,11793,Valid,H6,1265,Found,1/1/00 00:00,29.44633,13.204
Jiddat al Harasis 065,12127,Valid,L6,1253,Found,1/1/00 00:00,19.25207,56.36367
Shalim 002,23515,Valid,L6,1248,Found,1/1/00 00:00,18.70728,55.72135
Dhofar 129,6914,Valid,L6,1240,Found,1/1/00 00:00,19.29583,54.73183
Hammadah al Hamra 285,11768,Valid,Howardite,1236,Found,1/1/00 00:00,29.03857,13.20712
Dhofar 541,7302,Valid,H4,1233.3,Found,1/1/00 00:00,18.33433,54.18067
Meteorite Hills 00447,15682,Valid,L5,1231.6,Found,1/1/00 00:00,-79.68333,155.75
Dhofar 781,7527,Valid,H5,1200,Found,1/1/00 00:00,18.57135,54.71478
Northwest Africa 477,17745,Valid,H5,1194,Found,1/1/00 00:00,32.03333,-4.17667
Meteorite Hills 00449,15684,Valid,LL6,1192.3,Found,1/1/00 00:00,-79.68333,155.75
Meteorite Hills 00446,15681,Valid,L5,1181.3,Found,1/1/00 00:00,-79.68333,155.75
Dhofar 202,6986,Valid,H4-5,1178.1,Found,1/1/00 00:00,19.41667,54.75667
Dhofar 291,7074,Valid,L5,1164,Found,1/1/00 00:00,18.24833,54.10333
Dhofar 123,6908,Valid,H6,1159,Found,1/1/00 00:00,19.0145,54.60433
Dhofar 751,7497,Valid,H6,1155,Found,1/1/00 00:00,18.89213,54.71285
Meteorite Hills 00442,15677,Valid,L4,1149.2,Found,1/1/00 00:00,-79.68333,155.75
Meteorite Hills 00448,15683,Valid,L5,1148.7,Found,1/1/00 00:00,-79.68333,155.75
Jiddat al Harasis 064,12126,Valid,L6,1140,Found,1/1/00 00:00,19.63623,55.64393
Meteorite Hills 00459,15694,Valid,LL6,1118.7,Found,1/1/00 00:00,-79.68333,155.75
Northwest Africa 835,17861,Valid,H6,1104,Found,1/1/00 00:00,28.00083,-9.27
Dar al Gani 821,6368,Valid,H4/5,1103,Found,1/1/00 00:00,26.99533,16.44683
